customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,Churn_Probability,Churn_Risk,Balance_Score,Products_Score,Activity_Score,Customer_Value_Score,Customer_Value_Level,Retention_Segment,Churn_Status,Activity_Status,Credit_Card_Status,Age_Group
15737173,497,Spain,Male,24,3,0.0,2,1,0,76390.01,0,0.06630042903585623,Low,0.0,0.3333333333333333,0,0.09999999999999999,Low,Low Risk - Low Value,Stayed,Inactive,Has Credit Card,18–29
15632264,476,France,Female,34,10,0.0,2,1,0,26260.98,0,0.08382714689565743,Low,0.0,0.3333333333333333,0,0.09999999999999999,Low,Low Risk - Low Value,Stayed,Inactive,Has Credit Card,30–39
15691483,549,France,Female,25,5,0.0,2,0,0,190857.79,0,0.08386503678254183,Low,0.0,0.3333333333333333,0,0.09999999999999999,Low,Low Risk - Low Value,Stayed,Inactive,No Credit Card,18–29
15600882,635,Spain,Female,35,7,0.0,2,1,1,65951.65,0,0.058997532557079256,Low,0.0,0.3333333333333333,1,0.3,High,Low Risk - High Value,Stayed,Active,Has Credit Card,30–39
15643966,616,Germany,Male,45,3,143129.41,2,0,1,64327.26,0,0.41692895796503987,Medium,0.5704683124530762,0.3333333333333333,1,0.5852341562265381,High,Medium Risk - High Value,Stayed,Active,No Credit Card,40–49
15737452,653,Germany,Male,58,1,132602.88,1,1,0,5097.67,1,0.9549997796370361,High,0.5285129113577549,0.0,0,0.26425645567887746,Low,High Risk - Low Value,Churned,Inactive,Has Credit Card,50–59
15788218,549,Spain,Female,24,9,0.0,2,1,1,14406.41,0,0.0416696597890236,Low,0.0,0.3333333333333333,1,0.3,High,Low Risk - High Value,Stayed,Active,Has Credit Card,18–29
15661507,587,Spain,Male,45,6,0.0,1,0,0,158684.81,0,0.8276922398502025,High,0.0,0.0,0,0.0,Low,High Risk - Low Value,Stayed,Inactive,No Credit Card,40–49
15568982,726,France,Female,24,6,0.0,2,1,1,54724.03,0,0.04308421948563878,Low,0.0,0.3333333333333333,1,0.3,High,Low Risk - High Value,Stayed,Active,Has Credit Card,18–29
15577657,732,France,Male,41,8,0.0,2,1,1,170886.17,0,0.07814589207754236,Low,0.0,0.3333333333333333,1,0.3,High,Low Risk - High Value,Stayed,Active,Has Credit Card,40–49
15597945,636,Spain,Female,32,8,0.0,2,1,0,138555.46,0,0.08767050420012328,Low,0.0,0.3333333333333333,0,0.09999999999999999,Low,Low Risk - Low Value,Stayed,Inactive,Has Credit Card,30–39
15699309,510,Spain,Female,38,4,0.0,1,1,0,118913.53,1,0.6008302832880332,High,0.0,0.0,0,0.0,Low,High Risk - Low Value,Churned,Inactive,Has Credit Card,30–39
15725737,669,France,Male,46,3,0.0,2,0,1,8487.75,0,0.16185345473159043,Medium,0.0,0.3333333333333333,1,0.3,High,Medium Risk - High Value,Stayed,Active,No Credit Card,40–49
15625047,846,France,Female,38,5,0.0,1,1,1,187616.16,0,0.41326283615099824,Medium,0.0,0.0,1,0.2,Low,Medium Risk - Low Value,Stayed,Active,Has Credit Card,30–39
15738191,577,France,Male,25,3,0.0,2,0,1,124508.29,0,0.038035054211146425,Low,0.0,0.3333333333333333,1,0.3,High,Low Risk - High Value,Stayed,Active,No Credit Card,18–29
15736816,756,Germany,Male,36,2,136815.64,1,1,1,170041.95,0,0.3681320481147032,Medium,0.5453036330408096,0.0,1,0.47265181652040483,High,Medium Risk - High Value,Stayed,Active,Has Credit Card,30–39
15700772,571,France,Male,44,9,0.0,2,0,0,38433.35,0,0.2674347125551718,Medium,0.0,0.3333333333333333,0,0.09999999999999999,Low,Medium Risk - Low Value,Stayed,Inactive,No Credit Card,40–49
15728693,574,Germany,Female,43,3,141349.43,1,1,1,100187.43,0,0.6452030898906622,High,0.5633738782148561,0.0,1,0.48168693910742805,High,High Risk - High Value,Stayed,Active,Has Credit Card,40–49
15656300,411,France,Male,29,0,59697.17,2,1,1,53483.21,0,0.06790126636906343,Low,0.23793393564693938,0.3333333333333333,1,0.4189669678234697,High,Low Risk - High Value,Stayed,Active,Has Credit Card,18–29
15589475,591,Spain,Female,39,3,0.0,3,1,0,140469.38,1,0.8937077214433274,High,0.0,0.6666666666666667,0,0.2,Low,High Risk - Low Value,Churned,Inactive,Has Credit Card,30–39
15706552,533,France,Male,36,7,85311.7,1,0,1,156731.91,0,0.26779607317783405,Medium,0.3400253066892618,0.0,1,0.3700126533446309,High,Medium Risk - High Value,Stayed,Active,No Credit Card,30–39
15750181,553,Germany,Male,41,9,110112.54,2,0,0,81898.81,0,0.48298789148391974,Medium,0.43887356814872525,0.3333333333333333,0,0.3194367840743626,High,Medium Risk - High Value,Stayed,Inactive,No Credit Card,40–49
15659428,520,Spain,Female,42,6,0.0,2,1,1,34410.55,0,0.09360004624291753,Low,0.0,0.3333333333333333,1,0.3,High,Low Risk - High Value,Stayed,Active,Has Credit Card,40–49
15732963,722,Spain,Female,29,9,0.0,2,1,1,142033.07,0,0.0411169044296986,Low,0.0,0.3333333333333333,1,0.3,High,Low Risk - High Value,Stayed,Active,Has Credit Card,18–29
15794171,475,France,Female,45,0,134264.04,1,1,0,27822.99,1,0.7527564502864794,High,0.5351337668612783,0.0,0,0.26756688343063917,Low,High Risk - Low Value,Churned,Inactive,Has Credit Card,40–49
15788448,490,Spain,Male,31,3,145260.23,1,0,1,114066.77,0,0.1399467260177189,Medium,0.5789610833625718,0.0,1,0.4894805416812859,High,Medium Risk - High Value,Stayed,Active,No Credit Card,30–39
15729599,804,Spain,Male,33,7,76548.6,1,0,1,98453.45,0,0.19950184036778004,Medium,0.3050983767951363,0.0,1,0.35254918839756816,High,Medium Risk - High Value,Stayed,Active,No Credit Card,30–39
15717426,850,France,Male,36,7,0.0,1,1,1,40812.9,0,0.25657437281074225,Medium,0.0,0.0,1,0.2,Low,Medium Risk - Low Value,Stayed,Active,Has Credit Card,30–39
15585768,582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0,0.1253460765445669,Low,0.28039065582364536,0.3333333333333333,1,0.4401953279118227,High,Low Risk - High Value,Stayed,Active,No Credit Card,40–49
15619360,472,Spain,Male,40,4,0.0,1,1,0,70154.22,0,0.6635175248621902,High,0.0,0.0,0,0.0,Low,High Risk - Low Value,Stayed,Inactive,Has Credit Card,40–49
15738148,465,France,Female,51,8,122522.32,1,0,0,181297.65,1,0.8805573174145253,High,0.48833500486193426,0.0,0,0.24416750243096713,Low,High Risk - Low Value,Churned,Inactive,No Credit Card,50–59
15687946,556,France,Female,61,2,117419.35,1,1,1,94153.83,0,0.45705738790620476,Medium,0.46799618920973063,0.0,1,0.4339980946048653,High,Medium Risk - High Value,Stayed,Active,Has Credit Card,60–69
15755196,834,France,Female,49,2,131394.56,1,0,0,194365.76,1,0.78430781288679,High,0.5236969320890407,0.0,0,0.26184846604452033,Low,High Risk - Low Value,Churned,Inactive,No Credit Card,40–49
15684171,660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0,0.44423615437143443,Medium,0.6214918176539327,0.0,1,0.5107459088269664,High,Medium Risk - High Value,Stayed,Active,Has Credit Card,60–69
15754849,776,Germany,Female,32,4,109421.13,2,1,1,126517.46,0,0.142738688882235,Medium,0.4361178277602672,0.3333333333333333,1,0.5180589138801336,High,Medium Risk - High Value,Stayed,Active,Has Credit Card,30–39
15602280,829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1,0.3094008257759433,Medium,0.4465784095845449,0.0,1,0.4232892047922725,High,Medium Risk - High Value,Churned,Active,Has Credit Card,18–29
15771573,637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1,0.5632008208687113,High,0.5494015518412276,0.0,1,0.4747007759206138,High,High Risk - High Value,Churned,Active,Has Credit Card,30–39
15766205,550,Germany,Male,38,2,103391.38,1,0,1,90878.13,0,0.49747834521662476,Medium,0.4120851617483418,0.0,1,0.4060425808741709,High,Medium Risk - High Value,Stayed,Active,No Credit Card,30–39
15771873,776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0,0.26509980312772097,Medium,0.4135911118334939,0.3333333333333333,0,0.30679555591674695,High,Medium Risk - High Value,Stayed,Inactive,Has Credit Card,30–39
15616550,698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0,0.3833660810605668,Medium,0.4637873887361997,0.3333333333333333,0,0.33189369436809985,High,Medium Risk - High Value,Stayed,Inactive,Has Credit Card,40–49
15768193,585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0,0.28363239918710487,Medium,0.5821127215436356,0.3333333333333333,0,0.39105636077181777,High,Medium Risk - High Value,Stayed,Inactive,No Credit Card,30–39
15683553,788,France,Female,33,5,0.0,2,0,0,116978.19,0,0.0974473088091629,Low,0.0,0.3333333333333333,0,0.09999999999999999,Low,Low Risk - Low Value,Stayed,Inactive,No Credit Card,30–39
15702298,655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1,0.7747469564080003,High,0.5004500831393337,0.0,0,0.25022504156966685,Low,High Risk - Low Value,Churned,Inactive,No Credit Card,40–49
15569590,601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1,0.7779159326384039,High,0.3925726178306101,0.0,0,0.19628630891530505,Low,High Risk - Low Value,Churned,Inactive,Has Credit Card,40–49
15760861,619,France,Male,43,1,125211.92,1,1,1,113410.49,0,0.41044866655404855,Medium,0.49905489515683443,0.0,1,0.4495274475784172,High,Medium Risk - High Value,Stayed,Active,Has Credit Card,40–49
15630053,656,France,Male,45,5,127864.4,1,1,0,87107.57,0,0.7552809440743847,High,0.5096268369360644,0.0,0,0.2548134184680322,Low,High Risk - Low Value,Stayed,Inactive,Has Credit Card,40–49
15647091,725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0,0.19070904648443363,Medium,0.3024662324053563,0.0,0,0.15123311620267815,Low,Medium Risk - Low Value,Stayed,Inactive,No Credit Card,18–29
15623944,511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,0.9011542820756472,High,0.0,0.0,0,0.0,Low,High Risk - Low Value,Churned,Inactive,Has Credit Card,60–69
15804771,614,France,Male,51,4,40685.92,1,1,1,46775.28,0,0.7115870087249138,High,0.16216113881137956,0.0,1,0.2810805694056898,Low,High Risk - Low Value,Stayed,Active,Has Credit Card,50–59
15651280,742,Germany,Male,35,5,136857.0,1,0,0,84509.57,0,0.6104288869237798,High,0.5454684808481405,0.0,0,0.27273424042407024,Low,High Risk - Low Value,Stayed,Inactive,No Credit Card,30–39
15773469,687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0,0.1659770039906986,Medium,0.6071344743995462,0.3333333333333333,0,0.40356723719977305,High,Medium Risk - High Value,Stayed,Inactive,No Credit Card,18–29
15702014,555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,0.14499641452605153,Medium,0.2235357391520996,0.3333333333333333,0,0.2117678695760498,Low,Medium Risk - Low Value,Stayed,Inactive,No Credit Card,30–39
15751208,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0,0.5510677556881735,High,0.31370171052318496,0.0,1,0.3568508552615925,High,High Risk - High Value,Stayed,Active,Has Credit Card,50–59
15592461,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0,0.29873576826207976,Medium,0.4351024354151122,0.0,1,0.4175512177075561,High,Medium Risk - High Value,Stayed,Active,Has Credit Card,18–29
15789484,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0,0.11758650114791173,Low,0.6768941923790652,0.3333333333333333,1,0.6384470961895325,High,Low Risk - High Value,Stayed,Active,Has Credit Card,30–39
15696061,581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,0.5566778608627614,High,0.4050769776685028,0.0,0,0.2025384888342514,Low,High Risk - Low Value,Stayed,Inactive,Has Credit Card,30–39
15641582,735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0,0.16753851408981846,Medium,0.4909563480535065,0.3333333333333333,1,0.5454781740267532,High,Medium Risk - High Value,Stayed,Active,Has Credit Card,40–49
15638424,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,0.15161494233953976,Medium,0.6007440311721783,0.3333333333333333,1,0.6003720155860892,High,Medium Risk - High Value,Stayed,Active,No Credit Card,30–39
15755648,675,France,Female,21,8,98373.26,1,1,0,18203.0,0,0.28478506079107235,Medium,0.39208453121345005,0.0,0,0.19604226560672502,Low,Medium Risk - Low Value,Stayed,Inactive,Has Credit Card,18–29
15703793,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,0.9859619962592504,High,0.5330667921784499,1.0,0,0.5665333960892249,High,High Risk - High Value,Churned,Inactive,Has Credit Card,50–59
15620344,813,France,Male,29,6,0.0,1,1,0,33953.87,0,0.403541465908266,Medium,0.0,0.0,0,0.0,Low,Medium Risk - Low Value,Stayed,Inactive,Has Credit Card,18–29
15812518,657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0,0.22083189352740443,Medium,0.6520861916485694,0.0,1,0.5260430958242848,High,Medium Risk - High Value,Stayed,Active,No Credit Card,30–39
15779052,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0,0.072466415690867,Low,0.6288642532113338,0.3333333333333333,1,0.6144321266056669,High,Low Risk - High Value,Stayed,Active,Has Credit Card,18–29
15770811,519,France,Male,36,9,0.0,2,0,1,145562.4,0,0.066231915152593,Low,0.0,0.3333333333333333,1,0.3,High,Low Risk - High Value,Stayed,Active,No Credit Card,30–39
15780961,735,France,Female,21,1,178718.19,2,1,0,22388.0,0,0.224109888649973,Medium,0.7123138721382855,0.3333333333333333,0,0.4561569360691427,High,Medium Risk - High Value,Stayed,Inactive,Has Credit Card,18–29
15614049,664,France,Male,55,8,0.0,2,1,1,139161.64,0,0.1850104087950231,Medium,0.0,0.3333333333333333,1,0.3,High,Medium Risk - High Value,Stayed,Active,Has Credit Card,50–59
15662085,678,France,Female,32,9,0.0,1,1,1,148210.64,0,0.27865981853216343,Medium,0.0,0.0,1,0.2,Low,Medium Risk - Low Value,Stayed,Active,Has Credit Card,30–39
15575185,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0,0.17270281404511037,Medium,0.30790676804275396,0.0,1,0.353953384021377,High,Medium Risk - High Value,Stayed,Active,No Credit Card,30–39
15803136,416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0,0.45532420727672374,Medium,0.48700912788933554,0.3333333333333333,0,0.3435045639446678,High,Medium Risk - High Value,Stayed,Inactive,Has Credit Card,40–49
15706021,665,France,Female,34,1,96645.54,2,0,0,171413.66,0,0.2043211678380617,Medium,0.38519838871631107,0.3333333333333333,0,0.2925991943581555,Low,Medium Risk - Low Value,Stayed,Inactive,No Credit Card,30–39
15663706,777,France,Female,32,2,0.0,1,1,0,136458.19,1,0.42241909008817297,Medium,0.0,0.0,0,0.0,Low,Medium Risk - Low Value,Churned,Inactive,Has Credit Card,30–39
15641732,543,France,Female,36,3,0.0,2,0,0,26019.59,0,0.1553338965158951,Medium,0.0,0.3333333333333333,0,0.09999999999999999,Low,Medium Risk - Low Value,Stayed,Inactive,No Credit Card,30–39
15701164,506,France,Female,34,4,90307.62,1,1,1,159235.29,0,0.21984080163398131,Medium,0.359937455083855,0.0,1,0.3799687275419275,High,Medium Risk - High Value,Stayed,Active,Has Credit Card,30–39
15738751,493,France,Female,46,4,0.0,2,1,0,1907.66,0,0.32954806913245765,Medium,0.0,0.3333333333333333,0,0.09999999999999999,Low,Medium Risk - Low Value,Stayed,Inactive,Has Credit Card,40–49
15805254,652,Spain,Female,75,10,0.0,2,1,1,114675.75,0,0.02681154076552406,Low,0.0,0.3333333333333333,1,0.3,High,Low Risk - High Value,Stayed,Active,Has Credit Card,70+
15762418,750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1,0.24002900881955025,Medium,0.484985039144778,0.0,0,0.242492519572389,Low,Medium Risk - Low Value,Churned,Inactive,Has Credit Card,18–29
15625759,729,France,Male,30,9,0.0,2,1,0,151869.35,0,0.06418570491705711,Low,0.0,0.3333333333333333,0,0.09999999999999999,Low,Low Risk - Low Value,Stayed,Inactive,Has Credit Card,30–39
15622897,646,France,Female,46,4,0.0,3,1,0,93251.42,1,0.945460012990366,High,0.0,0.6666666666666667,0,0.2,Low,High Risk - Low Value,Churned,Inactive,Has Credit Card,40–49
15767954,635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0,0.05503658632165772,Low,0.3253259919196675,0.3333333333333333,1,0.46266299595983373,High,Low Risk - High Value,Stayed,Active,Has Credit Card,18–29
15757535,647,Spain,Female,44,5,0.0,3,1,1,174205.22,1,0.8649046135235284,High,0.0,0.6666666666666667,1,0.4,High,High Risk - High Value,Churned,Active,Has Credit Card,40–49
15731511,808,France,Male,45,7,118626.55,2,1,0,147132.46,0,0.6187649324562869,High,0.47280770451460996,0.3333333333333333,0,0.33640385225730496,High,High Risk - High Value,Stayed,Inactive,Has Credit Card,40–49
15809248,524,France,Female,36,10,0.0,2,1,0,109614.57,0,0.12047271127904016,Low,0.0,0.3333333333333333,0,0.09999999999999999,Low,Low Risk - Low Value,Stayed,Inactive,Has Credit Card,30–39
15640635,769,France,Male,29,8,0.0,2,1,1,172290.61,0,0.03085518205574014,Low,0.0,0.3333333333333333,1,0.3,High,Low Risk - High Value,Stayed,Active,Has Credit Card,18–29
15676966,730,Spain,Male,42,4,0.0,2,0,1,85982.47,0,0.08111239753355663,Low,0.0,0.3333333333333333,1,0.3,High,Low Risk - High Value,Stayed,Active,No Credit Card,40–49
15699461,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0,0.12839069469611158,Medium,0.7025719087777832,0.0,1,0.5512859543888916,High,Medium Risk - High Value,Stayed,Active,No Credit Card,30–39
15738721,773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0,0.25844803821989865,Medium,0.40983747624384076,0.0,1,0.40491873812192036,High,Medium Risk - High Value,Stayed,Active,No Credit Card,40–49
15693683,814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0,0.0536843728198234,Low,0.386955516480815,0.3333333333333333,1,0.4934777582404075,High,Low Risk - High Value,Stayed,Active,Has Credit Card,18–29
15604348,710,Spain,Male,22,8,0.0,2,0,0,99645.04,0,0.0665729909387255,Low,0.0,0.3333333333333333,0,0.09999999999999999,Low,Low Risk - Low Value,Stayed,Inactive,No Credit Card,18–29
15633059,413,France,Male,34,9,0.0,2,0,0,6534.18,0,0.06568226434918244,Low,0.0,0.3333333333333333,0,0.09999999999999999,Low,Low Risk - Low Value,Stayed,Inactive,No Credit Card,30–39
15808582,665,France,Female,40,6,0.0,1,1,1,161848.03,0,0.5302861326154934,High,0.0,0.0,1,0.2,Low,High Risk - Low Value,Stayed,Active,Has Credit Card,40–49
15743192,623,France,Female,44,6,0.0,2,0,0,167162.43,0,0.34118646393014185,Medium,0.0,0.3333333333333333,0,0.09999999999999999,Low,Medium Risk - Low Value,Stayed,Inactive,No Credit Card,40–49
15580146,738,France,Male,31,9,82674.15,1,1,0,41970.72,0,0.276896465737083,Medium,0.32951287114222355,0.0,0,0.16475643557111178,Low,Medium Risk - Low Value,Stayed,Inactive,Has Credit Card,30–39
15776605,528,Spain,Male,36,7,0.0,2,1,0,60536.56,0,0.09900433330727049,Low,0.0,0.3333333333333333,0,0.09999999999999999,Low,Low Risk - Low Value,Stayed,Inactive,Has Credit Card,30–39
15804919,670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,0.38568925790295383,Medium,0.0,0.0,1,0.2,Low,Medium Risk - Low Value,Churned,Active,Has Credit Card,60–69
15613854,622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1,0.36373382531384923,Medium,0.4267600044304842,0.3333333333333333,1,0.5133800022152422,High,Medium Risk - High Value,Churned,Active,Has Credit Card,40–49
15599195,582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0,0.15401623822129193,Medium,0.3544810564321155,0.0,1,0.3772405282160578,High,Medium Risk - High Value,Stayed,Active,Has Credit Card,30–39
15812878,785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0,0.4335674202768294,Medium,0.39779836506527416,0.0,1,0.3988991825326371,High,Medium Risk - High Value,Stayed,Active,No Credit Card,30–39
15602312,605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,0.33758498273983356,Medium,0.5982221706032119,0.0,0,0.29911108530160596,Low,Medium Risk - Low Value,Stayed,Inactive,No Credit Card,30–39
15744689,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,0.4503155743860291,Medium,0.37000636393844216,0.0,0,0.18500318196922108,Low,Medium Risk - Low Value,Churned,Inactive,Has Credit Card,30–39
15803526,685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0,0.1810519248686533,Medium,0.3608509335403869,0.0,1,0.38042546677019345,High,Medium Risk - High Value,Stayed,Active,No Credit Card,30–39
15665790,538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0,0.4508129659498569,Medium,0.4306732665840542,0.3333333333333333,0,0.3153366332920271,High,Medium Risk - High Value,Stayed,Inactive,Has Credit Card,30–39
15715951,562,France,Male,42,2,100238.35,1,0,0,86797.41,0,0.5982378797438266,High,0.3995181868463009,0.0,0,0.19975909342315046,Low,High Risk - Low Value,Stayed,Inactive,No Credit Card,40–49
15591100,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,0.17936665899168344,Medium,0.4232417632194809,0.0,1,0.4116208816097405,High,Medium Risk - High Value,Stayed,Active,No Credit Card,30–39
15609618,721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,0.07046744291164914,Low,0.6156903785118493,0.3333333333333333,1,0.6078451892559247,High,Low Risk - High Value,Churned,Active,No Credit Card,18–29
15675522,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,0.13774453323582153,Medium,0.5275101536245255,0.3333333333333333,1,0.5637550768122628,High,Medium Risk - High Value,Stayed,Active,Has Credit Card,30–39
15705512,668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0,0.4918630776827489,Medium,0.6690541167531407,0.0,0,0.3345270583765704,High,Medium Risk - High Value,Stayed,Inactive,Has Credit Card,30–39
15698028,506,France,Female,41,1,0.0,2,1,0,31766.3,0,0.2279919474409705,Medium,0.0,0.3333333333333333,0,0.09999999999999999,Low,Medium Risk - Low Value,Stayed,Inactive,Has Credit Card,40–49
15661670,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,0.5267600004989722,High,0.42973077236259555,0.0,0,0.21486538618129777,Low,High Risk - Low Value,Churned,Inactive,Has Credit Card,30–39
15600781,699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,0.13267421559869708,Medium,0.7380439205416033,0.3333333333333333,0,0.4690219602708016,High,Medium Risk - High Value,Stayed,Inactive,Has Credit Card,30–39
15682472,828,France,Male,34,8,129433.34,2,0,0,38131.77,0,0.22262864656787934,Medium,0.5158801328459695,0.3333333333333333,0,0.3579400664229847,High,Medium Risk - High Value,Stayed,Inactive,No Credit Card,30–39
15580203,674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,0.45869847677658276,Medium,0.4790527500627845,0.0,0,0.23952637503139226,Low,Medium Risk - Low Value,Stayed,Inactive,No Credit Card,30–39
15690673,656,France,Female,39,6,0.0,2,1,0,141069.88,0,0.21298392245611988,Medium,0.0,0.3333333333333333,0,0.09999999999999999,Low,Medium Risk - Low Value,Stayed,Inactive,Has Credit Card,30–39
15760085,684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,0.7216541483899378,High,0.5037281072964725,0.0,1,0.4518640536482363,High,High Risk - High Value,Stayed,Active,Has Credit Card,40–49
15779659,625,France,Female,28,3,0.0,1,0,0,183646.41,0,0.45305795054312265,Medium,0.0,0.0,0,0.0,Low,Medium Risk - Low Value,Stayed,Inactive,No Credit Card,18–29
15627360,432,France,Male,42,9,152603.45,1,1,0,110265.24,1,0.5965824444335615,High,0.6082288231050306,0.0,0,0.3041144115525153,High,High Risk - High Value,Churned,Inactive,Has Credit Card,40–49
15671137,549,France,Female,52,1,0.0,1,0,1,8636.05,1,0.7776558995441296,High,0.0,0.0,1,0.2,Low,High Risk - Low Value,Churned,Active,No Credit Card,50–59
15782688,625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,0.929201492753482,High,0.5919026326585428,0.0,0,0.2959513163292714,Low,High Risk - Low Value,Churned,Inactive,Has Credit Card,50–59
15575492,828,France,Female,41,7,0.0,2,1,0,171378.77,0,0.21869996451767995,Medium,0.0,0.3333333333333333,0,0.09999999999999999,Low,Medium Risk - Low Value,Stayed,Inactive,Has Credit Card,40–49
15591607,770,France,Male,24,9,101827.07,1,1,0,167256.35,0,0.23587799411095203,Medium,0.40585031954607553,0.0,0,0.20292515977303777,Low,Medium Risk - Low Value,Stayed,Inactive,Has Credit Card,18–29
15740404,758,France,Female,34,3,0.0,2,1,1,124226.16,0,0.05293722739804355,Low,0.0,0.3333333333333333,1,0.3,High,Low Risk - High Value,Stayed,Active,Has Credit Card,30–39
15718369,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,0.35455207720510407,Medium,0.5215760311288141,0.0,1,0.46078801556440707,High,Medium Risk - High Value,Stayed,Active,Has Credit Card,30–39
15677871,687,France,Male,38,9,122570.87,1,1,1,35608.88,0,0.2530021348562307,Medium,0.4885285097228122,0.0,1,0.4442642548614061,High,Medium Risk - High Value,Stayed,Active,Has Credit Card,30–39
